1st,2nd,3rd,4th,5th,count
219978,221183,217605,217572,Null,155
217605,219978,221183,217796,Null,155
219978,219469,217572,217796,221183,155
219469,219978,217572,218491,217605,155
219978,217572,217796,219469,218491,155
217605,221183,217572,Null,Null,155
219978,217572,217605,218127,Null,154
219978,217796,217572,221183,217605,154
219978,217605,217796,217572,219469,154
219978,217605,221183,217572,218127,154
217572,217796,217605,219469,219978,154
217572,218127,217605,221183,219469,153
219978,218127,221183,217605,217572,153
219469,219978,221141,218491,217605,153
217572,219469,218491,219978,217796,153
217572,217796,219469,221183,219978,153
217605,219978,217572,217796,Null,153
219978,218127,221183,217572,Null,152
219978,218127,217796,217572,221183,152
219469,218491,219978,217796,217605,152
219978,217796,221183,217605,219469,152
218127,219978,217572,221183,217796,152
217796,218117,Null,Null,Null,152
219978,221183,219469,217796,Null,152
219978,218127,221183,217796,217572,152
217605,219469,219978,221183,218491,152
219469,219978,217796,217572,218491,152
217572,218127,219469,217605,Null,152
219469,221141,218491,217605,219978,152
219978,221183,217605,217572,217796,152
219978,219469,217605,218127,217572,152
219978,219469,218491,217572,Null,152
217572,219469,219978,218127,218491,151
219469,221183,217796,Null,Null,151
217796,219978,218127,217572,221183,151
217572,221183,219469,217796,217605,151
218127,219978,217796,217572,Null,151
219469,219978,217605,218491,218127,151
217796,219978,217605,221183,218127,151
219469,219978,217796,218491,217605,151
217572,219978,219469,217796,221183,151
217605,219469,219978,218491,Null,151
219469,217572,217796,218491,219978,151
217572,221183,217796,219469,217605,151
221183,217605,219978,Null,Null,150
217572,219978,217796,219469,218127,150
219978,219469,218491,217796,217572,150
219978,217572,221183,217605,218127,150
219978,217605,217796,219469,221183,150
219978,221183,217605,218127,217572,150
219469,217572,221183,217796,219978,150
217796,219978,217572,221183,218127,150
217572,219978,221183,217605,Null,150
217572,219469,218127,218491,221183,150
217796,221183,217572,Null,Null,150
217572,221183,219469,218127,217796,150
219978,217572,218127,217605,Null,150
219978,219469,218127,217605,221183,150
217572,218127,217796,219978,221183,149
217572,219978,221183,218127,217605,149
219978,217572,217796,219469,221183,149
217572,219469,218127,218491,219978,149
219469,217572,219978,217605,217796,149
219469,217572,217796,219978,218127,149
217572,218127,217605,221183,217796,149
219469,217605,219978,217572,Null,149
217572,219469,219978,218491,217796,149
219469,217605,221183,218491,219978,149
219978,219469,217796,218491,Null,148
217572,218127,221183,219469,219978,148
217572,218127,219469,217796,Null,148
219469,219978,218491,217572,221183,148
217572,219978,217605,221183,219469,148
217572,221183,218127,219469,217796,148
217572,218127,219469,217605,219978,147
219469,219978,217572,221183,217605,147
217572,217796,219469,218127,219978,147
217572,219978,219469,217796,218491,147
219469,218922,Null,Null,Null,147
217572,217605,219469,217796,219978,147
217572,217605,219978,219469,217796,147
217572,217605,221183,217796,219469,147
219978,219469,217796,217572,218491,147
217796,219978,218127,221183,217572,147
217572,217605,221183,219469,218127,147
217572,221183,219469,219978,217796,147
219469,219978,217796,218491,217572,147
217572,217605,221183,218127,219469,147
219469,219978,218491,217605,218922,146
219469,218491,221141,217605,218117,146
217572,217796,219978,218491,219469,146
219469,221141,218491,219978,Null,146
217572,221183,217605,219469,218127,146
219469,218491,218127,Null,Null,146
217796,219978,219469,217605,221183,146
219469,219978,217605,217796,221183,146
217605,217796,221183,Null,Null,146
218127,217572,221183,Null,Null,145
217572,219978,219469,217796,218127,145
221183,219978,217572,Null,Null,145
219469,217572,217796,219978,Null,145
219978,217605,219469,218127,Null,145
219469,219978,221183,217572,Null,145
217572,219469,218127,218491,217605,145
219469,217605,218491,219978,221141,145
219978,221183,218127,217605,217572,145
217572,221183,218127,219469,Null,145
219469,221141,218491,218117,Null,144
219978,221183,217605,218127,219469,144
219978,219469,217605,218127,217796,144
217572,218127,221183,219469,Null,144
217796,221141,217605,Null,Null,144
217572,219978,221183,218127,217796,144
219469,217572,218127,221183,217605,144
217572,217605,219978,221183,218127,144
219469,219978,217605,221183,218117,144
217572,217605,219469,217796,Null,143
217605,219978,221183,219469,217572,143
217572,219978,219469,218127,217605,143
217572,217796,219469,217605,218491,143
219978,221183,218127,217572,Null,143
217796,218491,219978,Null,Null,143
219469,217572,218127,221183,217796,143
217572,219469,217605,217796,218491,143
219469,219978,221183,218491,217572,143
217572,221183,219469,218127,219978,143
219469,219978,217572,221183,Null,143
219469,218491,221141,218117,219978,142
219978,217605,217796,219469,217572,142
219978,219469,217605,218127,Null,142
217572,219469,217796,218127,Null,142
219469,217605,219978,218491,221141,142
219469,219978,221183,217796,217605,142
219469,218491,219978,221183,218127,142
217572,221183,219469,218127,Null,141
219469,219978,218491,218117,217605,141
219978,217796,217572,219469,221183,141
219469,218491,219978,217572,221183,141
219469,219978,217572,217796,221183,141
217572,217605,217796,219978,219469,141
218491,219469,217605,219978,217796,141
219978,217605,218127,219469,221183,141
217605,219978,217572,221183,Null,141
219978,221183,217796,217605,Null,141
217605,221183,219469,Null,Null,141
217572,221183,217605,219469,217796,141
217572,219469,217605,221183,218491,141
219469,219978,217605,218127,221183,140
217572,217796,219469,217605,218127,140
217796,219978,217605,221183,217572,139
219469,219978,221183,218127,217605,139
217605,219978,217572,221183,217796,139
219978,217605,217796,217572,221183,139
219469,219978,221183,217572,217796,139
219978,217796,221183,218127,217605,139
219469,218491,221141,218117,217605,139
219978,221183,218127,217796,217572,138
217572,219978,217796,221183,Null,138
217572,219978,219469,217605,218491,138
219469,218491,221141,217605,219978,138
219978,217572,221183,219469,217796,137
219978,217605,218491,Null,Null,137
217796,218127,217572,219978,Null,137
219469,217605,221183,219978,Null,137
217572,219978,221183,219469,217796,137
217572,219978,217796,218491,219469,137
219978,217572,218491,Null,Null,137
217572,217605,218127,221183,219469,137
217572,218127,217796,219978,217605,137
217605,219978,221183,218127,Null,136
217572,217796,219469,221183,218127,136
218127,217796,217572,219978,Null,136
217605,219469,219978,221183,217796,136
217572,219978,219469,221183,217605,136
217572,219469,218127,219978,218491,136
217572,219978,221183,219469,217605,135
217572,218127,219978,217796,221183,135
217796,219978,218127,221183,Null,135
219978,218491,217796,Null,Null,135
219978,218127,217605,221183,217796,135
219469,217605,219978,221183,217572,135
219469,217572,217796,219978,221183,134
219978,221183,217572,217796,217605,134
217572,219469,219978,217605,Null,134
219978,221183,217605,218127,217796,134
219469,218491,219978,221183,217572,134
217572,219469,217605,219978,Null,134
219978,217796,217605,217572,219469,134
217572,217796,217605,219978,219469,134
219978,217796,221183,218127,Null,134
217572,221183,219469,217796,219978,134
218491,219978,217572,Null,Null,134
219978,219469,218491,221183,218127,134
217572,217796,219469,221183,217605,134
219978,217572,221183,217605,219469,134
217796,219978,219469,217572,Null,134
219469,218491,221141,218922,221183,134
217605,219469,219978,218491,221183,134
217572,219469,217796,218127,218491,134
219978,217796,217605,221183,219469,134
217796,219978,219469,217605,217572,133
219469,219978,218491,217605,218127,133
219978,219469,217605,217572,218127,133
219978,219469,217572,217796,218127,133
217572,218127,219469,221183,218491,133
217796,219978,217605,217572,221183,133
218491,219469,219978,217605,Null,133
217796,217572,219978,217605,218127,133
217572,217605,218491,Null,Null,133
219978,219469,217605,221183,218117,132
217796,219978,219469,217572,217605,132
218491,217605,Null,Null,Null,132
219978,219469,217605,221183,221141,132
219469,219978,217796,217605,221183,132
219978,217796,218127,217605,221183,132
217605,219978,221183,217572,Null,132
217572,217605,219978,219469,221183,132
221183,218127,Null,Null,Null,131
219978,217605,219469,218491,217796,131
217572,219469,217796,221183,Null,131
219978,218127,217572,217605,221183,131
217572,221183,218127,217605,217796,131
219978,219469,221183,218491,217796,131
217796,219978,217605,219469,217572,131
219978,217796,221183,218127,217572,131
219978,217572,219469,217796,221183,130
218491,219469,217572,Null,Null,130
217572,219978,221183,217605,218127,130
217572,218127,219469,219978,217605,130
219978,219469,218127,221183,217796,130
217605,219469,217796,Null,Null,130
219469,218117,221141,Null,Null,130
219469,218491,221183,217605,Null,130
219469,219978,217605,221183,221141,130
219469,218491,221141,217605,221183,129
217572,217796,219978,221183,219469,129
217572,219978,219469,217605,Null,129
219469,219978,217605,218117,217796,129
217796,219978,217572,218127,217605,129
219469,219978,221183,218491,218117,129
217605,219978,219469,221183,217572,129
219469,219978,218491,218922,217796,129
217572,218127,219978,217796,217605,129
217572,217605,217796,219978,Null,129
217572,219978,221183,217796,219469,129
219978,217572,221183,219469,217605,129
219469,217572,218127,217605,221183,129
218491,219469,221141,Null,Null,128
219469,219978,218491,221183,221141,128
219469,219978,218491,221141,221183,128
219469,219978,221183,218127,Null,128
219469,217572,219978,217796,218491,128
219469,217572,221183,218127,217605,128
217654,217572,Null,Null,Null,128
219978,221183,219469,217605,218491,128
219469,217572,217605,219978,217796,128
217796,219978,217572,217605,218127,128
217572,219978,219469,218491,217796,128
217572,217796,219469,218127,221183,128
217572,218127,217605,221183,Null,128
217605,219978,219469,218491,221183,128
217572,219469,219978,221183,Null,128
219978,217796,221183,217605,218127,128
219469,217605,218491,221183,Null,128
219469,218491,219978,221141,221183,127
219978,217605,217796,221183,218127,127
217796,217572,219978,219469,Null,127
219978,217605,218127,217572,221183,127
219978,217572,221183,217796,219469,127
219978,221183,218127,217605,219469,127
218117,219469,Null,Null,Null,127
219978,221183,218127,217572,217796,127
219978,219469,218127,221183,217605,127
217796,219978,217572,219469,218491,127
219978,218127,217605,221183,217572,126
219978,219469,221183,217796,218127,126
217572,219469,219978,218127,Null,126
217572,217605,219978,217796,Null,126
219978,217796,218127,217605,Null,126
219978,221183,219469,217605,218127,126
218127,219978,217572,217796,221183,126
219978,217796,218127,217572,217605,126
217654,218491,Null,Null,Null,126
217572,219469,218127,219978,Null,126
219469,217572,221183,217796,217605,125
219978,221183,217796,217605,217572,125
217572,221183,218127,219469,219978,125
217572,218127,217796,219469,219978,125
219978,221183,217796,217572,Null,125
217572,218127,219469,221183,218922,125
217572,217796,217605,219469,221183,125
217572,221183,219469,217796,218127,125
219978,221183,217796,217605,219469,125
217572,218127,221183,217605,Null,125
217572,217605,219469,221183,Null,125
219469,219978,218922,Null,Null,125
217605,219469,218491,219978,Null,125
217572,219469,221183,217605,218491,125
219978,217796,221183,219469,217605,124
217572,219469,219978,221183,218491,124
219469,218491,217605,221141,Null,124
217572,217796,218127,217605,Null,124
217796,219978,217572,219469,Null,124
221183,217572,219469,Null,Null,124
219978,217605,217796,221183,217572,124
217572,221183,219469,217605,219978,124
219469,221183,219978,218491,Null,124
219978,217605,219469,218491,217572,124
217572,219469,217796,218491,217605,124
217572,218127,221183,217796,217605,124
219978,217796,221183,217605,217572,124
217605,219469,219978,221183,217572,123
217572,217605,219978,217796,219469,123
217572,217605,218127,219469,217796,123
219978,217605,219469,218127,217572,123
217572,221183,217796,219978,219469,123
219978,219469,217572,221183,218127,123
219978,217796,219469,217605,218491,123
219469,218491,218117,221141,Null,123
217572,218127,221183,217796,219469,123
217605,218491,219469,Null,Null,122
219469,218491,219978,218922,221141,122
217572,219978,217605,218127,217796,122
219978,218491,217572,Null,Null,122
219978,219469,217796,221183,218127,122
219978,219469,218127,221183,Null,122
217572,218127,218491,Null,Null,122
219469,218491,219978,218922,217796,122
219469,219978,221183,218491,218127,122
219978,221183,217796,217605,218127,122
217572,219978,221183,217796,Null,122
217796,219469,218491,Null,Null,122
218127,217605,Null,Null,Null,122
217572,217796,218491,219978,218922,122
219978,217572,219469,221183,217796,121
219469,219978,217605,221141,218491,121
217572,217605,218127,219469,219978,121
219469,221141,218491,217605,218117,121
219978,217572,217796,221183,219469,121
217572,217605,219978,221183,Null,121
217572,219978,218127,217605,Null,121
217572,219978,219469,217605,218127,121
219978,218127,221183,217796,217605,121
219978,219469,217572,217605,218127,121
219978,219469,217796,218491,217605,121
219469,218491,218117,217605,Null,121
219978,221183,217605,219469,218127,121
219469,217572,221183,217796,218127,121
219978,221183,217605,217572,219469,120
217572,219978,219469,218127,217796,120
217572,217796,221141,Null,Null,120
219469,217605,221183,219978,217796,120
217572,219978,217796,217605,218491,120
219469,219978,217796,221183,217605,120
217796,217605,221141,Null,Null,120
221183,219469,219978,Null,Null,120
219469,218491,221141,221183,219978,120
219978,219469,217796,221183,217572,120
219469,219978,217572,221183,218491,120
219978,221183,218127,217796,217605,120
217572,217605,218127,221183,217796,119
219978,217796,219469,217572,221183,119
219978,217796,218127,217605,217572,119
217572,221183,217796,217605,218127,119
219978,217605,217572,218127,Null,119
219978,217605,217572,219469,218127,119
219978,218127,221183,217572,217605,119
217572,218127,217796,219469,217605,119
218491,219469,217605,219978,Null,119
219978,221183,217796,219469,217605,119
219978,219469,217572,218491,217796,119
217572,219978,221183,218127,Null,119
217572,217605,217796,219469,219978,118
219978,221183,217572,217605,217796,118
221183,217572,217605,Null,Null,118
217605,219978,219469,218491,Null,118
219469,219978,221141,218491,Null,118
217572,221183,219469,217605,Null,118
219469,217605,219978,217572,217796,118
217572,217605,219978,221183,219469,118
219978,217796,221183,217572,217605,118
217572,219469,218127,218491,217796,118
219469,217572,218127,221183,219978,118
219978,217796,221183,217572,Null,118
